Alcohol,Marijuana,Heroin,Cocaine,Age,Sex,Race,State,Highest_Year_Education_Before_Prison
1,0,0,0,35,Male, Black (NH),PA,9
2,2,2,1,44,Male, Hispanic,IL,8
2,0,0,0,31,Male, White (NH),VT,10
1,1,0,2,31,Male, Hispanic,TX,12
2,2,0,2,35,Female, White (NH),IN,13
1,1,0,0,27,Male, Black (NH),TX,9
1,2,0,2,40,Male, White (NH),OH,10
1,0,0,2,44,Male, Hispanic,CO,12
0,0,0,0,47,Male, Hispanic,TX,13
1,0,0,0,47,Male, Hispanic,TX,10
2,0,0,0,31,Male, Black (NH),GA,9
2,0,0,0,29,Female, White (NH),SC,12
2,0,0,0,48,Male, Hispanic,NJ,8
1,0,0,0,46,Male, Hispanic,AZ,10
0,2,1,0,55,Male, Black (NH),IL,6
1,1,0,2,37,Male, Uncategorized - Missing,LA,8
2,0,0,0,23,Male, 2+ Races (NH),MI,11
2,0,0,0,31,Male, Uncategorized - Missing,TX,10
0,0,0,0,44,Female, Black (NH),AL,16
2,1,0,0,26,Female, White (NH),IN,8
1,0,0,0,52,Female, White (NH),VA,12
2,0,0,0,61,Male, White (NH),AZ,12
1,1,2,2,24,Male, White (NH),MO,9
2,0,0,0,56,Male, 2+ Races (NH),MO,8
2,0,0,0,29,Male, 2+ Races (NH),NY,10
2,0,0,0,37,Male, Black (NH),ND,12
2,0,0,0,47,Male, Black (NH),VA,16
2,0,0,0,42,Male, Black (NH),FL,9
2,0,0,0,42,Male, Hispanic,MD,6
0,0,0,0,54,Male, Black (NH),FL,12
0,0,0,0,52,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,14
2,1,2,2,29,Male, Hispanic,PA,10
1,1,0,2,33,Male, 2+ Races (NH),PA,8
1,0,0,0,42,Female, White (NH),LA,18
2,0,0,0,28,Male, Uncategorized - Missing,MA,12
2,1,0,1,48,Female, 2+ Races (NH),KY,11
1,0,0,0,44,Female, White (NH),WI,15
2,0,0,0,20,Male, White (NH),FL,10
0,0,0,0,31,Male, Hispanic,CA,12
2,2,1,1,37,Male, Hispanic,PA,7
1,0,0,0,51,Female, White (NH),FL,12
2,0,0,0,47,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),FL,13
2,0,0,0,23,Male, Black (NH),MI,13
1,0,0,0,34,Female, White (NH),CT,12
2,0,0,0,47,Female, 2+ Races (NH),CT,10
2,0,0,0,35,Male, Black (NH),NC,12
2,0,0,0,57,Male, Black (NH),MI,14
0,0,0,1,42,Male, Hispanic,NE,12
2,0,0,0,51,Male, Hispanic,-1,6
1,1,2,2,22,Female, Hispanic,CA,9
0,0,0,0,21,Male, 2+ Races (NH),TN,10
2,0,0,0,43,Male, White (NH),TX,8
2,1,0,0,27,Male, Black (NH),IL,13
2,0,0,0,62,Male, White (NH),FL,14
0,2,0,0,26,Female, Black (NH),NE,10
2,2,0,0,32,Male, White (NH),CA,12
1,2,0,0,55,Male, Black (NH),TX,11
2,0,0,0,38,Male, Black (NH),NY,9
2,2,0,0,33,Female, White (NH),IA,4
1,0,0,0,49,Female, 2+ Races (NH),OH,12
2,0,0,0,31,Male, White (NH),AZ,18
2,1,0,0,22,Male, 2+ Races (NH),NC,12
2,0,0,0,45,Male, Hispanic,MA,8
2,0,0,0,40,Male, Black (NH),NC,9
2,0,0,0,38,Male, White (NH),VA,13
2,1,0,2,55,Male, White (NH),IN,12
2,0,0,0,59,Male, Uncategorized - Missing,MI,10
2,0,0,0,58,Male, White (NH),OH,8
1,0,0,0,55,Male, 2+ Races (NH),MO,12
2,0,0,0,43,Male, Black (NH),MD,9
2,1,2,2,49,Male, 2+ Races (NH),TX,9
2,2,2,2,29,Female, White (NH),MD,9
1,2,0,1,37,Male, Black (NH),SC,13
2,1,1,2,42,Male, Black (NH),MO,12
2,1,0,0,39,Male, Black (NH),MS,10
2,0,0,0,38,Male, Black (NH),TX,11
1,2,0,2,46,Male, American Indian/Alaska Native (NH),CA,15
2,0,0,0,44,Male, White (NH),MS,10
1,0,0,0,45,Female, Black (NH),MN,10
1,2,2,2,35,Male, Hispanic,TX,9
2,0,0,0,59,Female, White (NH),AZ,12
2,0,0,0,44,Male, Hispanic,CA,98
2,0,0,0,36,Male, Black (NH),TX,9
2,0,0,0,26,Male, Black (NH),IL,13
2,0,0,0,30,Male, Black (NH),PA,11
2,1,0,2,30,Female, White (NH),MS,9
1,0,0,0,56,Male, 2+ Races (NH),IL,12
2,0,0,0,54,Female, White (NH),CA,13
2,0,0,0,32,Male, 2+ Races (NH),FL,12
2,1,0,1,42,Male, 2+ Races (NH),TN,9
2,2,2,2,66,Male, White (NH),MO,8
2,0,0,0,25,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),OR,12
2,1,0,0,37,Male, Black (NH),VA,9
1,2,0,2,53,Male, White (NH),NC,8
2,0,0,0,44,Female, Black (NH),VA,9
1,0,0,0,59,Male, Uncategorized - Missing,CA,12
2,1,0,0,40,Male, Black (NH),CA,10
2,2,0,0,30,Male, White (NH),MI,13
2,0,0,0,33,Male, White (NH),VT,12
2,2,1,2,43,Female, Black (NH),IL,10
1,0,0,0,48,Male, 2+ Races (NH),VA,8
2,0,0,0,48,Male, White (NH),IN,99
1,1,0,0,26,Male, Black (NH),NC,9
2,0,0,0,28,Female, Hispanic,NY,14
0,0,0,0,67,Male, White (NH),CA,11
2,0,0,0,28,Female, White (NH),NC,14
2,0,0,0,49,Male, Hispanic,AZ,9
1,1,0,2,47,Male, Hispanic,TX,9
1,0,0,0,41,Male, Black (NH),CA,12
2,1,0,0,23,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),PA,10
1,1,0,2,29,Male, White (NH),MI,12
2,0,0,0,58,Male, 2+ Races (NH),OK,13
1,1,0,0,29,Male, Black (NH),IL,2
2,0,0,0,39,Male, Hispanic,CA,12
2,2,2,1,37,Male, Hispanic,TX,9
2,0,0,0,30,Female, White (NH),AR,14
2,1,2,1,23,Male, White (NH),OK,8
2,0,0,0,50,Male, Black (NH),MS,11
2,0,0,0,26,Male, 2+ Races (NH),PA,10
2,1,0,1,31,Male, Black (NH),WA,16
0,0,0,0,52,Female, White (NH),FL,14
2,1,1,2,30,Male, White (NH),OH,12
2,2,2,2,35,Male, 2+ Races (NH),GA,8
2,1,0,0,19,Male, Black (NH),MO,10
2,0,0,0,25,Male, Hispanic,FL,9
2,0,0,0,34,Male, Hispanic,CO,10
2,1,0,0,30,Male, Hispanic,IL,10
2,1,0,1,26,Female, White (NH),NC,12
2,0,0,0,42,Male, 2+ Races (NH),NC,10
2,0,0,0,76,Male, White (NH),CO,11
1,1,0,1,47,Male, Hispanic,LA,7
1,1,0,0,27,Male, 2+ Races (NH),GA,9
2,1,2,2,37,Male, Black (NH),NY,10
2,1,0,0,26,Male, Hispanic,TX,10
2,0,0,0,23,Male, Black (NH),CA,10
2,0,0,0,27,Female, Hispanic,WI,12
2,0,0,0,41,Male, Hispanic,TX,11
1,0,0,0,51,Male, Hispanic,TX,12
2,0,0,0,55,Male, White (NH),MO,12
2,2,0,2,48,Female, White (NH),GA,12
1,1,0,0,21,Male, 2+ Races (NH),CA,11
1,1,0,2,32,Male, White (NH),MI,15
2,2,0,0,45,Female, White (NH),KS,13
1,2,0,1,56,Male, White (NH),FL,12
2,0,0,0,20,Male, White (NH),NY,11
2,0,0,0,20,Male, Hispanic,TX,8
2,2,0,2,31,Female, White (NH),MI,14
2,2,0,2,29,Female, Hispanic,HI,15
2,1,0,0,42,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,12
2,2,0,0,37,Female, White (NH),OK,8
1,2,0,2,28,Male, Black (NH),TN,12
2,2,2,1,36,Female, White (NH),MA,6
0,0,0,0,52,Female, Hispanic,NJ,6
2,0,0,0,31,Male, Hispanic,VA,10
1,2,0,1,44,Male, Black (NH),NC,6
1,2,2,2,35,Female, White (NH),SC,12
2,0,0,0,54,Female, White (NH),MD,12
2,0,0,0,32,Male, Black (NH),TX,8
2,2,0,2,49,Male, White (NH),HI,10
2,1,2,2,47,Female, Hispanic,CA,14
2,0,0,0,39,Male, White (NH),TN,12
1,0,0,0,29,Male, Black (NH),CT,12
2,0,0,0,22,Female, Black (NH),NE,10
2,0,0,0,37,Male, White (NH),WA,13
1,2,0,1,38,Male, White (NH),GA,6
2,0,0,0,36,Male, White (NH),OH,9
2,0,0,0,58,Male, Black (NH),AL,14
2,0,0,0,34,Male, White (NH),IN,8
2,0,0,0,47,Male, White (NH),IL,14
1,1,0,0,26,Male, Hispanic,CA,9
2,0,0,0,49,Male, Black (NH),OH,9
2,2,2,2,35,Male, White (NH),AR,9
2,0,0,0,53,Female, White (NH),-1,16
1,1,2,2,29,Male, Hispanic,CA,10
1,2,0,0,20,Male, Hispanic,IL,8
2,2,2,2,38,Male, White (NH),IL,9
2,0,0,0,28,Male, Black (NH),FL,10
1,1,0,0,47,Male, Black (NH),NY,12
2,2,2,2,24,Male, Hispanic,TX,12
2,0,0,0,32,Female, Hispanic,MD,11
2,2,2,2,42,Male, White (NH),CA,10
2,0,0,0,37,Male, Black (NH),WV,12
2,0,0,0,51,Male, Hispanic,CT,10
2,0,0,0,34,Male, White (NH),MO,16
2,0,0,0,36,Male, Hispanic,TX,10
2,0,0,0,19,Male, White (NH),WI,12
0,0,0,0,25,Male, White (NH),CT,12
1,1,0,0,38,Male, Black (NH),NY,12
2,2,1,2,38,Male, White (NH),IL,11
2,0,0,0,26,Male, Black (NH),OH,13
1,2,1,2,66,Female, Black (NH),OH,13
2,0,0,0,50,Male, Black (NH),MS,13
2,2,1,2,34,Female, 2+ Races (NH),NY,11
2,2,0,2,42,Male, White (NH),AZ,12
2,2,2,0,31,Female, White (NH),MO,13
1,0,0,0,62,Male, Black (NH),LA,10
1,0,0,0,50,Male, Black (NH),TX,12
2,2,0,2,27,Female, 2+ Races (NH),AK,12
1,2,0,1,39,Male, White (NH),LA,12
2,0,0,0,23,Male, Hispanic,TX,12
2,2,0,2,59,Male, Black (NH),TX,14
2,1,2,0,37,Male, White (NH),ID,6
2,2,0,2,33,Male, White (NH),GA,9
2,2,1,2,34,Male, White (NH),NJ,12
1,0,0,0,32,Male, Hispanic,NV,11
2,2,1,2,34,Female, White (NH),IL,14
2,0,0,0,50,Male, Black (NH),AR,12
2,0,0,0,38,Male, White (NH),MD,13
0,0,0,0,34,Male, Hispanic,TX,10
2,2,1,2,51,Female, Black (NH),PA,9
0,0,0,0,44,Male, White (NH),AL,6
2,1,0,1,27,Male, Black (NH),OH,10
2,0,0,0,37,Male, Hispanic,TX,12
1,2,2,2,22,Female, White (NH),NE,12
0,2,0,2,19,Male, Hispanic,AZ,8
0,0,0,0,20,Male, 2+ Races (NH),GA,11
2,2,0,2,42,Female, White (NH),NE,16
2,0,0,0,29,Male, Hispanic,MA,9
2,0,0,0,24,Male, Black (NH),TX,12
2,2,0,1,39,Female, White (NH),TN,6
1,0,0,0,73,Female, White (NH),MO,14
2,0,0,0,26,Male, Hispanic,CA,10
1,0,0,0,33,Male, White (NH),TX,12
2,2,0,2,43,Male, Hispanic,AZ,13
1,0,0,0,23,Female, Hispanic,TX,11
2,0,0,0,26,Female, Hispanic,NJ,9
0,0,0,0,25,Male, Black (NH),TX,8
2,0,0,0,62,Male, White (NH),TX,10
2,2,1,2,29,Male, White (NH),MO,12
1,2,0,1,57,Male, Black (NH),OH,11
1,0,0,0,44,Male, Hispanic,FL,99
1,0,0,0,22,Male, White (NH),WI,12
2,0,0,0,31,Male, Black (NH),MO,10
2,0,0,0,43,Female, Hispanic,IL,10
2,2,0,2,29,Female, Hispanic,NM,12
2,1,0,0,40,Female, Hispanic,CA,9
2,0,0,0,52,Male, Black (NH),MI,11
1,1,0,2,56,Male, White (NH),MO,10
2,0,0,0,45,Female, White (NH),AR,10
2,0,0,0,31,Male, Black (NH),NY,9
1,2,1,2,37,Male, White (NH),WA,11
1,1,0,0,29,Male, Black (NH),TX,8
2,1,0,2,28,Male, White (NH),OR,12
2,0,0,0,50,Male, Black (NH),TX,12
2,0,0,0,63,Male, Black (NH),LA,12
1,1,0,0,27,Male, 2+ Races (NH),NY,9
1,0,0,0,55,Female, White (NH),TX,11
1,0,0,0,55,Male, White (NH),ND,12
2,2,2,1,28,Female, White (NH),PA,12
2,0,0,0,24,Female, American Indian/Alaska Native (NH),MO,8
2,0,0,0,57,Male, 2+ Races (NH),LA,15
1,2,0,2,32,Female, White (NH),GA,15
1,1,0,2,56,Male, 2+ Races (NH),FL,12
2,2,2,2,36,Female, White (NH),OH,12
2,2,1,2,27,Female, White (NH),PA,13
2,0,0,0,39,Male, White (NH),WA,10
1,2,2,2,50,Male, White (NH),FL,9
1,1,2,2,60,Male, White (NH),WI,10
1,2,0,1,23,Male, Black (NH),MS,10
2,0,0,0,44,Male, White (NH),GA,9
2,0,0,0,70,Male, White (NH),PA,18
2,2,0,2,45,Male, Hispanic,CA,11
2,0,0,0,47,Male, Hispanic,WA,9
1,2,0,1,27,Male, 2+ Races (NH),TX,16
2,0,0,0,35,Female, 2+ Races (NH),AL,10
1,0,0,0,31,Male, White (NH),PA,12
2,0,0,0,40,Male, Hispanic,OH,12
2,2,0,2,55,Female, White (NH),VA,12
2,0,0,0,38,Male, Black (NH),FL,12
2,0,0,0,28,Female, White (NH),TN,9
0,0,0,0,50,Male, White (NH),NY,12
1,2,0,2,38,Male, 2+ Races (NH),TN,12
2,0,0,0,54,Male, Black (NH),TX,8
2,1,0,0,36,Male, 2+ Races (NH),TN,11
1,0,0,0,46,Male, Hispanic,TX,9
2,0,0,0,46,Male, White (NH),MD,5
1,2,2,2,28,Female, Hispanic,KS,11
2,0,0,0,51,Male, Black (NH),GA,12
1,2,1,1,44,Female, Black (NH),IL,11
0,2,0,0,19,Male, Black (NH),NC,10
1,1,0,2,37,Male, Black (NH),IL,13
1,0,0,0,39,Male, Hispanic,CA,11
2,2,2,1,33,Female, White (NH),OH,12
2,0,0,0,21,Female, Hispanic,TX,10
2,2,2,1,60,Female, Black (NH),VA,13
1,0,0,0,28,Female, White (NH),NC,12
0,1,0,0,49,Male, Hispanic,MA,9
0,0,0,0,65,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),UT,13
2,0,0,0,35,Male, Hispanic,AZ,10
1,2,0,1,22,Male, Hispanic,AZ,11
1,0,0,0,32,Male, White (NH),MN,14
2,1,0,0,28,Male, White (NH),GA,12
2,0,0,0,34,Male, Hispanic,SD,12
1,2,2,2,53,Male, American Indian/Alaska Native (NH),WI,12
0,0,0,0,65,Female, 2+ Races (NH),NJ,12
1,1,0,2,39,Male, White (NH),TN,12
2,0,0,0,33,Male, White (NH),NJ,11
2,0,0,0,33,Male, Black (NH),MA,12
2,0,0,0,34,Male, Black (NH),TX,12
2,0,0,0,45,Male, 2+ Races (NH),TX,12
2,0,0,0,37,Male, Hispanic,TX,13
1,2,0,2,61,Male, Black (NH),LA,11
2,1,0,0,43,Male, Black (NH),MA,11
2,0,0,0,33,Male, 2+ Races (NH),FL,9
2,0,0,0,55,Male, White (NH),CO,14
1,2,0,0,38,Male, 2+ Races (NH),FL,13
0,0,0,0,53,Male, Black (NH),PA,10
2,0,0,0,53,Male, White (NH),NV,7
1,1,0,0,37,Female, White (NH),KY,8
2,1,0,2,31,Female, White (NH),KY,8
2,0,0,0,28,Male, Black (NH),MS,14
2,0,0,0,52,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,12
2,0,0,0,23,Male, Black (NH),LA,8
2,2,0,2,30,Female, 2+ Races (NH),GA,11
2,0,0,0,50,Female, White (NH),SC,14
2,0,0,0,39,Male, Hispanic,CA,15
2,0,0,0,50,Male, Black (NH),CA,13
1,0,0,0,37,Male, Hispanic,FL,6
1,1,0,2,24,Male, 2+ Races (NH),IL,12
1,0,0,0,65,Female, White (NH),CA,16
1,0,0,0,62,Female, Hispanic,MA,10
1,1,0,2,28,Male, White (NH),CA,9
2,0,0,0,20,Female, Hispanic,GA,11
2,0,0,0,53,Male, Black (NH),WA,14
1,1,0,0,26,Male, Hispanic,NY,13
0,0,0,0,36,Male, 2+ Races (NH),IL,12
2,0,0,0,55,Male, Black (NH),MD,11
2,0,0,0,31,Male, Black (NH),IN,12
2,0,0,0,38,Male, Black (NH),LA,9
1,1,0,1,48,Male, Black (NH),IN,10
2,0,0,0,58,Male, White (NH),CA,11
2,0,0,0,47,Male, Black (NH),FL,16
1,0,0,0,26,Male, White (NH),MI,8
2,0,0,0,33,Male, Hispanic,OR,9
1,2,0,1,20,Male, Hispanic,FL,9
2,0,0,0,26,Male, Hispanic,CA,6
1,2,2,2,37,Male, White (NH),OH,8
2,0,0,0,28,Female, White (NH),IN,11
2,2,0,2,35,Female, White (NH),WI,12
2,0,0,0,57,Male, White (NH),NC,9
2,0,2,1,53,Male, Hispanic,TX,0
1,2,2,2,24,Female, White (NH),KY,11
2,0,0,0,50,Female, White (NH),MO,16
1,1,0,2,25,Male, Hispanic,CA,12
2,0,0,0,25,Female, White (NH),DE,8
1,0,0,0,55,Male, White (NH),VT,12
2,0,0,0,42,Female, White (NH),VA,12
2,0,0,0,41,Male, Black (NH),FL,9
2,0,0,0,31,Male, Black (NH),TX,8
1,2,0,1,27,Female, White (NH),NC,8
2,0,0,0,47,Male, White (NH),TX,11
2,2,2,2,36,Female, White (NH),WV,8
1,2,0,1,35,Male, Black (NH),TN,12
2,0,0,0,36,Male, 2+ Races (NH),NY,9
1,0,0,0,47,Male, Black (NH),CA,12
1,2,0,2,68,Male, White (NH),AZ,18
2,2,2,2,29,Female, White (NH),ND,13
2,0,0,0,48,Male, White (NH),LA,17
1,0,0,0,41,Male, Black (NH),MS,8
1,1,0,0,42,Male, Black (NH),MO,16
1,0,0,0,31,Male, 2+ Races (NH),TX,11
0,0,0,0,26,Male, White (NH),GA,11
0,0,0,0,42,Male, Black (NH),SC,8
2,0,0,0,40,Female, White (NH),ID,15
1,1,2,2,24,Male, Hispanic,NJ,9
2,0,0,0,40,Male, Black (NH),TX,12
2,0,0,0,36,Male, Hispanic,PA,12
1,2,0,1,33,Male, Hispanic,TX,9
2,0,0,0,36,Male, 2+ Races (NH),NY,7
0,0,0,0,19,Male, 2+ Races (NH),GA,8
1,1,0,1,36,Female, Black (NH),KY,8
2,0,0,0,31,Male, Hispanic,NY,11
2,0,0,0,25,Male, Hispanic,CA,12
1,2,0,1,28,Female, Black (NH),IN,11
2,2,0,2,37,Male, White (NH),TX,6
2,1,0,2,32,Male, Black (NH),MO,12
2,0,0,0,64,Male, 2+ Races (NH),TX,12
2,0,0,0,38,Female, White (NH),PA,12
2,0,0,0,24,Male, Hispanic,MD,9
2,1,0,2,51,Male, Black (NH),FL,9
2,0,0,0,51,Male, White (NH),NY,9
2,0,0,0,37,Male, Black (NH),SC,9
2,0,0,0,53,Male, White (NH),MI,7
1,0,0,0,33,Female, American Indian/Alaska Native (NH),OK,12
2,2,2,2,49,Male, Hispanic,CA,10
1,0,0,0,48,Female, White (NH),WI,14
2,2,0,2,47,Female, Black (NH),FL,7
2,0,0,0,27,Male, Black (NH),SC,11
1,2,1,2,25,Male, White (NH),MO,11
0,0,0,0,34,Male, White (NH),FL,10
1,1,0,2,23,Male, Black (NH),AR,12
2,2,2,1,46,Female, Black (NH),PA,12
2,0,0,0,46,Male, Black (NH),IL,10
2,2,2,2,35,Female, American Indian/Alaska Native (NH),OK,9
1,0,0,0,44,Female, 2+ Races (NH),ID,12
2,2,0,0,45,Female, White (NH),MO,8
1,2,1,1,56,Male, Uncategorized - Missing,NY,10
2,0,0,0,46,Female, Black (NH),WV,14
0,0,0,0,28,Male, Black (NH),MS,9
2,0,0,0,38,Male, Black (NH),PA,10
2,0,0,0,28,Male, White (NH),NY,12
2,0,0,0,32,Male, 2+ Races (NH),MA,11
2,0,0,0,46,Male, Black (NH),AR,12
2,0,0,1,41,Male, Hispanic,-1,6
1,0,0,0,32,Male, White (NH),NC,8
2,0,0,0,35,Male, White (NH),KY,9
2,0,0,0,38,Male, Black (NH),OH,9
2,0,0,0,62,Male, White (NH),AL,13
2,2,1,2,48,Male, White (NH),VT,12
0,0,0,0,21,Male, 2+ Races (NH),GA,9
2,0,0,0,44,Male, Hispanic,CA,10
2,2,1,1,36,Male, White (NH),NV,14
2,2,1,2,27,Male, White (NH),TN,13
2,2,1,1,23,Female, White (NH),MS,9
1,2,0,2,36,Male, White (NH),AR,9
2,0,0,0,28,Male, Hispanic,TX,8
2,0,0,0,46,Female, Black (NH),NY,13
2,1,0,0,26,Male, Black (NH),FL,11
2,0,0,0,37,Male, Black (NH),TX,11
2,0,0,0,37,Female, Hispanic,CT,10
1,1,1,1,22,Male, White (NH),WI,13
2,0,0,0,36,Male, White (NH),TX,12
2,0,0,0,42,Male, Black (NH),FL,11
0,0,0,0,42,Female, White (NH),MA,12
2,0,0,0,47,Male, White (NH),OH,12
2,1,0,0,24,Male, Black (NH),OH,14
1,0,0,1,53,Male, Black (NH),AZ,8
2,0,0,0,46,Male, Black (NH),IL,16
1,0,0,0,49,Male, 2+ Races (NH),VT,13
2,0,0,0,58,Male, White (NH),VA,5
1,0,0,0,31,Male, 2+ Races (NH),MO,7
1,0,0,0,45,Male, Black (NH),AR,9
2,2,1,2,24,Male, White (NH),WA,10
2,0,0,0,54,Male, Black (NH),TX,12
1,2,0,2,56,Male, White (NH),OH,12
1,0,0,0,39,Male, Hispanic,TX,11
1,0,0,0,50,Female, White (NH),MI,14
0,0,0,0,33,Male, White (NH),OK,12
2,0,0,0,50,Male, Hispanic,NY,12
2,0,0,0,21,Female, Black (NH),VA,12
2,1,2,2,34,Female, Hispanic,TX,1
2,1,1,1,35,Female, 2+ Races (NH),WI,10
2,1,0,1,31,Male, Black (NH),MI,9
2,0,0,0,35,Male, 2+ Races (NH),OK,12
1,2,0,2,37,Male, Black (NH),MO,13
2,0,0,0,52,Male, Hispanic,NE,5
1,0,0,0,35,Male, White (NH),WI,13
2,1,0,0,45,Male, White (NH),MS,6
2,0,0,0,29,Female, Black (NH),OK,10
2,2,2,2,41,Male, Black (NH),MO,10
1,1,2,2,24,Male, 2+ Races (NH),NY,12
2,2,0,2,37,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),GA,12
2,0,0,0,54,Male, Hispanic,PA,12
1,1,1,1,50,Male, 2+ Races (NH),IN,9
1,2,2,2,38,Male, White (NH),MO,13
2,0,0,0,31,Female, Black (NH),NJ,10
2,0,0,0,36,Female, White (NH),LA,12
1,2,0,2,38,Female, 2+ Races (NH),OK,8
2,0,0,0,51,Male, Hispanic,CT,9
2,1,2,2,41,Female, American Indian/Alaska Native (NH),SD,6
0,0,0,0,44,Male, Black (NH),TN,14
2,2,2,2,37,Female, White (NH),HI,14
2,1,0,2,35,Male, Black (NH),NC,11
2,1,0,0,23,Female, Black (NH),WI,12
1,0,0,0,39,Male, American Indian/Alaska Native (NH),AK,10
1,0,0,0,51,Female, Black (NH),GA,13
0,0,0,0,35,Male, Hispanic,NY,99
2,1,0,1,31,Male, Black (NH),FL,11
2,0,0,0,31,Male, Black (NH),WA,11
0,0,0,0,61,Female, White (NH),NC,16
2,2,0,0,33,Female, White (NH),MO,10
2,0,0,0,33,Female, White (NH),GA,15
2,0,0,0,24,Male, White (NH),NV,12
2,0,0,0,36,Male, White (NH),MS,8
1,1,0,2,38,Male, Hispanic,NY,10
2,1,0,0,39,Male, Black (NH),MD,12
1,1,0,2,34,Female, White (NH),MS,13
2,0,0,0,27,Male, Hispanic,TX,12
0,0,0,0,42,Male, Black (NH),TX,10
2,0,0,0,39,Male, White (NH),OK,9
1,1,0,0,30,Male, Black (NH),VA,11
2,0,0,0,32,Female, 2+ Races (NH),NC,9
1,2,0,1,38,Male, Hispanic,CA,1
2,0,0,0,37,Male, Hispanic,TN,5
0,0,0,0,35,Female, 2+ Races (NH),PA,9
1,1,0,0,38,Male, White (NH),IL,8
2,0,0,0,44,Female, 2+ Races (NH),WA,12
1,1,0,0,51,Female, Black (NH),AL,10
2,0,0,0,37,Male, Hispanic,IL,12
2,0,0,0,38,Male, Black (NH),FL,12
0,0,0,0,28,Male, 2+ Races (NH),TX,12
1,0,0,0,60,Male, 2+ Races (NH),MI,10
2,0,0,0,37,Male, Black (NH),TX,12
2,0,0,0,34,Male, 2+ Races (NH),TX,10
2,1,0,2,49,Male, 2+ Races (NH),NE,6
1,2,2,1,42,Male, 2+ Races (NH),MI,11
1,0,0,0,44,Male, Black (NH),NC,11
0,0,0,0,48,Male, Hispanic,NJ,99
1,2,0,0,45,Male, White (NH),MI,8
2,1,0,1,34,Male, Black (NH),FL,8
2,0,0,0,35,Male, 2+ Races (NH),HI,12
2,1,0,0,27,Male, Black (NH),GA,10
1,0,0,0,27,Male, Hispanic,CA,10
2,0,0,0,52,Male, White (NH),OK,9
1,1,0,2,38,Male, White (NH),MI,12
1,1,0,1,39,Female, White (NH),NC,8
2,0,0,0,46,Male, White (NH),NM,14
1,0,0,0,52,Male, White (NH),CT,8
2,0,0,0,49,Male, White (NH),PA,10
2,0,0,0,28,Male, White (NH),OH,11
1,1,2,2,42,Female, Black (NH),NY,6
1,1,0,0,32,Male, Black (NH),IL,10
2,0,0,0,44,Male, Hispanic,IL,10
2,0,0,0,46,Male, 2+ Races (NH),IL,8
2,0,0,0,29,Female, White (NH),MO,12
2,2,0,2,53,Female, White (NH),MA,12
2,0,0,0,50,Male, White (NH),NV,12
2,2,1,2,48,Female, White (NH),PA,14
2,0,0,0,26,Male, Black (NH),VA,11
2,2,2,0,34,Male, White (NH),OR,9
2,0,0,0,33,Male, Hispanic,IL,15
1,0,0,0,47,Male, Hispanic,CA,1
2,0,0,0,36,Male, White (NH),PA,7
1,1,0,0,40,Female, Black (NH),MI,10
2,0,0,0,33,Female, White (NH),AR,9
2,0,0,0,36,Female, White (NH),NJ,14
1,1,0,2,50,Male, Black (NH),PA,11
1,2,0,2,60,Male, Hispanic,MI,15
2,0,0,0,65,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),NY,99
0,0,0,0,53,Male, White (NH),TN,9
2,0,0,0,59,Male, 2+ Races (NH),NC,11
2,1,0,2,20,Male, White (NH),MS,8
2,2,0,2,47,Female, Black (NH),KS,11
2,0,0,0,32,Male, Hispanic,NC,11
2,1,0,0,36,Male, Hispanic,PA,9
2,2,2,2,48,Male, White (NH),IL,13
2,0,0,0,30,Male, Black (NH),CO,10
2,0,0,0,31,Female, White (NH),MD,12
1,0,0,0,42,Male, Hispanic,NM,8
2,2,1,2,38,Female, White (NH),IN,9
0,0,0,0,51,Female, Black (NH),GA,9
2,1,2,2,29,Male, 2+ Races (NH),PA,13
1,0,0,0,50,Female, White (NH),TX,10
2,2,0,1,51,Female, White (NH),TX,8
2,1,2,1,23,Female, White (NH),OH,12
2,0,0,0,24,Male, Hispanic,IL,10
2,0,0,0,61,Male, Black (NH),PA,10
2,0,0,0,43,Male, American Indian/Alaska Native (NH),TX,8
1,0,0,0,29,Male, Hispanic,SC,12
2,2,0,2,36,Female, White (NH),TX,13
2,0,1,0,56,Male, Hispanic,TX,7
2,0,0,0,32,Male, White (NH),NY,14
1,0,0,0,52,Male, White (NH),ID,8
2,0,0,0,34,Female, Black (NH),MO,13
0,1,0,2,32,Male, Black (NH),TX,11
2,1,0,2,47,Male, Hispanic,NC,2
2,0,0,0,50,Female, White (NH),NY,18
2,0,0,0,58,Male, White (NH),OK,12
2,0,0,0,42,Male, White (NH),IL,8
0,0,0,0,47,Male, Black (NH),FL,11
2,0,0,0,26,Male, White (NH),IL,14
0,0,0,0,42,Male, White (NH),TX,12
2,0,0,0,40,Male, Hispanic,-1,9
2,0,0,0,46,Female, White (NH),MO,13
1,1,0,0,24,Male, Black (NH),GA,10
2,0,0,0,49,Male, Hispanic,CA,10
